bank_txn_ref,posting_date,value_date,amount,currency,debit_credit,narration,bank_branch,source_system,fees_deducted
BK-0d2e8800e7,2024-01-27,2024-01-27,17232.35,KES,CR,CASH DEP 21861,BBR11,CASH,35.04
BK-cab187acd4,2024-03-16,2024-03-16,11589.22,KES,CR,CHQ DEP for MBR 25728,BBR04,CHEQUE,85.69
BK-cb82d1f60b,2024-01-03,2024-01-03,37905.07,KES,CR,CASH DEP 20341,BBR11,CASH,193.17
BK-70eae0da3d,2024-03-04,2024-03-04,9924.83,KES,CR,Mobile payment MBR 27267,BBR01,MPESA,47.73
BK-41cdc6d79b,2024-02-07,2024-02-07,41133.83,KES,CR,MPESA 29681,BBR07,MPESA,299.92
BK-8e4cabc6c5,2024-03-24,2024-03-24,5849.95,KES,CR,CHQ DEP MBR 29629,BBR14,CHEQUE,17.98
BK-bed57da559,2024-02-12,2024-02-12,39060.56,KES,CR,Cash DEP acc 29502,BBR04,CASH,205.66
BK-2ede7cd8df,2024-02-19,2024-02-19,6101.1,KES,CR,CHQ DEP for MBR 27921,BBR07,CHEQUE,21.41
BK-9113b1a68c,2024-02-26,2024-02-26,15655.36,KES,CR,CHQ dep MBR 27347,BBR10,CHEQUE,103.77
BK-206b2c9aa1,2024-01-21,2024-01-21,39254.35,KES,CR,CHQ DEP for MBR 24928,BBR08,CHEQUE,110.16
BK-649f910252,2024-02-16,2024-02-16,9617.44,KES,CR,CASH DEP 21642,BBR12,CASH,70.19
BK-6081111f53,2024-03-31,2024-03-31,2741.55,KES,CR,M-PESA PAY 29701,BBR13,MPESA,17.03
BK-fad4ab4d17,2024-03-16,2024-03-16,26999.07,KES,CR,CHQ dep MBR 24866,BBR14,CHEQUE,192.86
BK-6beb68faf8,2024-02-09,2024-02-09,41142.82,KES,CR,CHQ dep MBR 22016,BBR10,CHEQUE,190.96
BK-35dff233dd,2024-01-18,2024-01-18,22124.74,KES,CR,Mobile payment MBR 26688,BBR07,MPESA,178.2
BK-8bb565c6c9,2024-02-29,2024-02-29,34355.4,KES,CR,CASH DEP 25685,BBR03,CASH,120.68
BK-34828d224d,2024-03-19,2024-03-19,4627.05,KES,CR,CASH DEP 26850,BBR06,CASH,21.45
BK-9b51440085,2024-02-20,2024-02-20,8337.13,KES,CR,CHQ DEP for MBR 25442,BBR05,CHEQUE,10.22
BK-b5d2e46c5b,2024-01-30,2024-01-30,22092.37,KES,CR,M-PESA PAY 21390,BBR07,MPESA,107.85
BK-724de45687,2024-01-21,2024-01-21,11472.37,KES,CR,M-PESA PAY 21685,BBR05,MPESA,28.14
BK-cb3b3e9a0b,2024-03-24,2024-03-24,26937.2,KES,CR,M-PESA PAY 24347,BBR01,MPESA,201.74
BK-7fafc50705,2024-01-15,2024-01-15,23539.96,KES,CR,Cash DEP acc 22198,BBR04,CASH,127.07
BK-67eb26136b,2024-03-29,2024-03-29,37258.95,KES,CR,Cash DEP acc 22826,BBR11,CASH,128.46
BK-faff1eab83,2024-03-31,2024-03-31,24596.83,KES,CR,CASH DEP 24346,BBR08,CASH,105.97
BK-7fb4eb7f00,2024-03-30,2024-03-30,20067.23,KES,CR,CASH DEP 24905,BBR03,CASH,105.49
BK-f0f2afbd7a,2024-03-04,2024-03-04,24066.25,KES,CR,CHQ DEP for MBR 21196,BBR14,CHEQUE,109.55
BK-1bb20303ab,2024-03-11,2024-03-11,47800.28,KES,CR,M-PESA PAY 20463,BBR12,MPESA,177.34
BK-57314ff16f,2024-02-29,2024-02-29,9254.58,KES,CR,M-PESA PAY 29984,BBR13,MPESA,59.43
BK-1cf0f76f7e,2024-03-29,2024-03-29,25149.37,KES,CR,CHQ DEP MBR 27514,BBR05,CHEQUE,73.19
BK-183c2733ef,2024-02-29,2024-02-29,19120.98,KES,CR,CASH DEP 26667,BBR11,CASH,68.61
BK-412b14bd2f,2024-02-16,2024-02-16,21556.47,KES,CR,CHQ dep MBR 24549,BBR15,CHEQUE,85.26
BK-12c234bc23,2024-03-02,2024-03-02,24809.13,KES,CR,Cash DEP acc 26096,BBR14,CASH,183.85
BK-2a4aff0b88,2024-03-27,2024-03-27,35997.25,KES,CR,CHQ DEP for MBR 22612,BBR12,CHEQUE,188.79
BK-e8696d5531,2024-01-27,2024-01-27,13422.62,KES,CR,CHQ DEP MBR 22953,BBR14,CHEQUE,58.78
BK-f54e167a08,2024-03-12,2024-03-12,856.81,KES,CR,Cash DEP acc 23115,BBR08,CASH,4.06
BK-537219cd1d,2024-02-26,2024-02-26,22656.68,KES,CR,CHQ DEP MBR 21023,BBR10,CHEQUE,172.86
BK-58e7068cc6,2024-03-24,2024-03-24,1128.78,KES,CR,M-PESA PAY 20789,BBR05,MPESA,7.37
BK-b67d130551,2024-02-14,2024-02-14,30966.64,KES,CR,M-PESA PAY 29852,BBR05,MPESA,208.6
BK-ead52336fe,2024-03-31,2024-03-31,20028.17,KES,CR,CHQ DEP MBR 22711,BBR06,CHEQUE,90.74
BK-7cb218dc8b,2024-02-11,2024-02-11,2194.28,KES,CR,Mobile payment MBR 28291,BBR05,MPESA,7.61
BK-58dd12b1b7,2024-01-17,2024-01-17,19782.19,KES,CR,CASH DEP 25651,BBR01,CASH,41.49
BK-fb6f3d3a03,2024-01-20,2024-01-20,32344.56,KES,CR,Cash DEP acc 26013,BBR06,CASH,236.29
BK-e3a93aaba8,2024-03-25,2024-03-25,32932.82,KES,CR,Cash DEP acc 29517,BBR06,CASH,146.58
BK-1a3c4a581b,2024-01-27,2024-01-27,48658.75,KES,CR,CASH DEP 20802,BBR03,CASH,159.35
BK-70cbea0919,2024-01-28,2024-01-28,26286.03,KES,CR,CHQ dep MBR 22368,BBR02,CHEQUE,168.08
BK-a4f5ac4d66,2024-02-15,2024-02-15,41567.31,KES,CR,CHQ dep MBR 21341,BBR10,CHEQUE,248.99
BK-8e97c01ae1,2024-03-16,2024-03-16,9470.89,KES,CR,CASH DEP 23859,BBR07,CASH,72.77
BK-fafe5e1fa9,2024-01-23,2024-01-23,23425.57,KES,CR,MPESA 27060,BBR12,MPESA,127.33
BK-d86b8e6025,2024-01-13,2024-01-13,15036.51,KES,CR,Cash DEP acc 23053,BBR11,CASH,48.96
BK-ddecf30b3b,2024-01-13,2024-01-13,36955.73,KES,CR,M-PESA PAY 25127,BBR11,MPESA,269.24
BK-1e5519f7bf,2024-03-15,2024-03-15,1091.85,KES,CR,CHQ dep MBR 28493,BBR06,CHEQUE,7.95
BK-fd2322b13e,2024-03-08,2024-03-08,33590.39,KES,CR,CHQ DEP for MBR 24502,BBR08,CHEQUE,114.29
BK-48b27da63e,2024-02-19,2024-02-19,24983.21,KES,CR,CHQ DEP MBR 20171,BBR15,CHEQUE,107.31
BK-a4a0057dc8,2024-02-21,2024-02-21,14684.1,KES,CR,CASH DEP 28370,BBR09,CASH,54.01
BK-8483bfc220,2024-02-22,2024-02-22,4476.03,KES,CR,Cash DEP acc 21834,BBR13,CASH,28.9
BK-ed3cbbedb7,2024-01-24,2024-01-24,17721.92,KES,CR,Cash DEP acc 23845,BBR04,CASH,38.92
BK-c8296b0257,2024-02-09,2024-02-09,6050.8,KES,CR,CHQ DEP MBR 29214,BBR03,CHEQUE,16.22
BK-1f6a2c12eb,2024-02-28,2024-02-28,16365.48,KES,CR,MPESA 25514,BBR02,MPESA,103.38
BK-eeb4fd11fc,2024-01-27,2024-01-27,6208.22,KES,CR,CHQ DEP for MBR 26288,BBR06,CHEQUE,48.69
BK-2f3d2f8bc9,2024-02-28,2024-02-28,47743.86,KES,CR,CHQ dep MBR 25189,BBR10,CHEQUE,205.45
BK-80df1a2b23,2024-03-14,2024-03-14,20804.05,KES,CR,Cash DEP acc 22952,BBR15,CASH,149.78
BK-d605857640,2024-01-09,2024-01-09,32756.57,KES,CR,CASH DEP 20887,BBR11,CASH,89.48
BK-cd22c29166,2024-03-25,2024-03-25,44251.8,KES,CR,MPESA 22916,BBR12,MPESA,100.67
BK-4806abb25b,2024-01-18,2024-01-18,33064.91,KES,CR,CASH DEP 26944,BBR10,CASH,61.09
BK-84583653cf,2024-03-01,2024-03-01,48832.7,KES,CR,Mobile payment MBR 20083,BBR04,MPESA,186.41
BK-e48d69c22f,2024-01-06,2024-01-06,26018.32,KES,CR,Mobile payment MBR 28858,BBR15,MPESA,140.55
BK-b161d3ab97,2024-02-10,2024-02-10,14709.07,KES,CR,CHQ DEP for MBR 22262,BBR10,CHEQUE,62.11
BK-fc0377108e,2024-01-17,2024-01-17,20033.39,KES,CR,CHQ DEP MBR 22023,BBR08,CHEQUE,56.22
BK-02eb21643e,2024-02-05,2024-02-05,38590.23,KES,CR,MPESA 23038,BBR10,MPESA,116.38
BK-d367aa7b73,2024-02-26,2024-02-26,40714.72,KES,CR,CASH DEP 24890,BBR15,CASH,231.94
BK-2b43764f47,2024-03-23,2024-03-23,20075.35,KES,CR,CASH DEP 28588,BBR01,CASH,143.66
BK-dd326edad7,2024-01-07,2024-01-07,42777.8,KES,CR,CHQ DEP MBR 28765,BBR13,CHEQUE,73.67
BK-385d520e05,2024-03-29,2024-03-29,40750.16,KES,CR,Cash DEP acc 27130,BBR04,CASH,179.18
BK-02bc95a507,2024-01-28,2024-01-28,21162.27,KES,CR,CASH DEP 28653,BBR11,CASH,107.44
BK-6442cf4bb2,2024-01-03,2024-01-03,37124.92,KES,CR,CASH DEP 25125,BBR12,CASH,64.77
BK-d20b2a4e7d,2024-01-02,2024-01-02,32381.02,KES,CR,Mobile payment MBR 23700,BBR12,MPESA,189.79
BK-cc5c1d06b8,2024-03-14,2024-03-14,13125.26,KES,CR,CHQ DEP MBR 28184,BBR08,CHEQUE,79.13
BK-9aee5b7638,2024-02-24,2024-02-24,12922.99,KES,CR,CHQ DEP for MBR 24961,BBR09,CHEQUE,84.75
BK-e196989fda,2024-02-19,2024-02-19,24387.25,KES,CR,M-PESA PAY 23460,BBR10,MPESA,92.08
BK-578c6a4510,2024-01-20,2024-01-20,36419.28,KES,CR,CHQ dep MBR 29660,BBR04,CHEQUE,151.27
BK-aad4c15e26,2024-02-27,2024-02-27,28638.41,KES,CR,M-PESA PAY 26119,BBR04,MPESA,54.33
BK-1e5d9ae905,2024-01-23,2024-01-23,36049.25,KES,CR,CHQ DEP MBR 23964,BBR14,CHEQUE,263.77
BK-3952568f3a,2024-01-29,2024-01-29,19339.32,KES,CR,CHQ DEP for MBR 21468,BBR09,CHEQUE,116.49
BK-2a08d6493e,2024-02-12,2024-02-12,13176.95,KES,CR,Mobile payment MBR 25035,BBR08,MPESA,75.61
BK-5eaa64abc4,2024-02-09,2024-02-09,20086.62,KES,CR,Cash DEP acc 20749,BBR10,CASH,147.58
BK-5bc3568a25,2024-03-27,2024-03-27,16050.1,KES,CR,MPESA 24145,BBR01,MPESA,88.2
BK-525d24ae1e,2024-01-05,2024-01-05,17298.51,KES,CR,CHQ dep MBR 21714,BBR02,CHEQUE,55.11
BK-e6e6f36b42,2024-01-07,2024-01-07,26986.06,KES,CR,CASH DEP 24025,BBR15,CASH,138.46
BK-aecf403450,2024-02-21,2024-02-21,45428.72,KES,CR,Cash DEP acc 27433,BBR11,CASH,303.79
BK-0d5c087cb7,2024-03-27,2024-03-27,31178.33,KES,CR,CHQ DEP for MBR 28441,BBR12,CHEQUE,234.06
BK-8b64eddf40,2024-04-03,2024-04-03,14987.89,KES,CR,CHQ dep MBR 21367,BBR08,CHEQUE,93.03
BK-a7c2de902c,2024-02-06,2024-02-06,7881.68,KES,CR,Cash DEP acc 20852,BBR04,CASH,29.42
BK-7018ca4679,2024-03-04,2024-03-04,9578.09,KES,CR,Cash DEP acc 26832,BBR01,CASH,72.9
BK-d29d034a49,2024-02-03,2024-02-03,8949.6,KES,CR,Cash DEP acc 22148,BBR14,CASH,40.68
BK-c627e4cdda,2024-01-14,2024-01-14,3031.35,KES,CR,CHQ dep MBR 29349,BBR12,CHEQUE,5.11
BK-6f53f90669,2024-01-10,2024-01-10,32732.32,KES,CR,CHQ dep MBR 22161,BBR06,CHEQUE,79.1
BK-a83f941737,2024-02-25,2024-02-25,37618.07,KES,CR,CASH DEP 21905,BBR14,CASH,266.74
BK-fb4b268da4,2024-02-12,2024-02-12,35681.46,KES,CR,CASH DEP 24601,BBR06,CASH,164.86
BK-aa46324b80,2024-01-04,2024-01-04,35372.92,KES,CR,CHQ DEP MBR 24863,BBR12,CHEQUE,71.01
BK-b247179afd,2024-03-30,2024-03-30,39384.15,KES,CR,Cash DEP acc 24553,BBR15,CASH,40.16
BK-ebb8b8cc6f,2024-01-08,2024-01-08,41455.11,KES,CR,MPESA 25367,BBR12,MPESA,237.46
BK-02023437a2,2024-01-06,2024-01-06,47153.35,KES,CR,CHQ DEP for MBR 26388,BBR10,CHEQUE,149.44
BK-ada43895ee,2024-01-21,2024-01-21,26885.43,KES,CR,CASH DEP 29391,BBR08,CASH,210.24
BK-c72eab9c3a,2024-01-19,2024-01-19,39241.56,KES,CR,CHQ DEP for MBR 23340,BBR13,CHEQUE,69.38
BK-8c35786ae1,2024-02-25,2024-02-25,34147.55,KES,CR,MPESA 22458,BBR08,MPESA,148.54
BK-c3189ff30c,2024-02-12,2024-02-12,38155.15,KES,CR,CHQ DEP for MBR 25268,BBR09,CHEQUE,174.13
BK-e5b6a892eb,2024-01-03,2024-01-03,6605.12,KES,CR,CASH DEP 24025,BBR03,CASH,28.25
BK-df573ad18d,2024-02-02,2024-02-02,25480.04,KES,CR,M-PESA PAY 29385,BBR10,MPESA,150.55
BK-a0c25684f2,2024-03-22,2024-03-22,17570.9,KES,CR,MPESA 26883,BBR13,MPESA,73.23
BK-b1556065a7,2024-03-23,2024-03-23,31952.41,KES,CR,MPESA 22034,BBR07,MPESA,76.21
BK-e80cc3a56b,2024-02-24,2024-02-24,33472.02,KES,CR,CHQ dep MBR 21710,BBR09,CHEQUE,196.94
BK-8dbd529499,2024-02-08,2024-02-08,37949.18,KES,CR,Cash DEP acc 27892,BBR08,CASH,272.75
BK-268d23eedf,2024-01-02,2024-01-02,8090.81,KES,CR,CASH DEP 25646,BBR11,CASH,11.26
BK-a382ea457f,2024-02-25,2024-02-25,26656.47,KES,CR,CHQ dep MBR 25824,BBR08,CHEQUE,37.99
BK-3fde525f02,2024-01-24,2024-01-24,22933.85,KES,CR,CHQ dep MBR 25194,BBR15,CHEQUE,64.6
BK-e0a308ed43,2024-01-01,2024-01-01,45265.95,KES,CR,CHQ dep MBR 26266,BBR11,CHEQUE,218.25
BK-0917c38408,2024-01-27,2024-01-27,43306.86,KES,CR,CHQ DEP for MBR 28765,BBR08,CHEQUE,181.31
BK-6bdc4cc1cf,2024-02-24,2024-02-24,16055.55,KES,CR,M-PESA PAY 20769,BBR10,MPESA,67.78
BK-735023e644,2024-01-24,2024-01-24,22288.52,KES,CR,Cash DEP acc 29772,BBR07,CASH,104.96
BK-39c5fcc496,2024-01-09,2024-01-09,12861.95,KES,CR,Mobile payment MBR 27972,BBR09,MPESA,61.26
BK-cc14950ff7,2024-02-15,2024-02-15,41765.09,KES,CR,MPESA 24166,BBR09,MPESA,264.01
BK-cb3e7e9b66,2024-01-22,2024-01-22,42245.54,KES,CR,CASH DEP 26308,BBR10,CASH,122.44
BK-365f9fd1c8,2024-03-05,2024-03-05,27137.33,KES,CR,Cash DEP acc 25277,BBR07,CASH,44.39
BK-3f0878f2eb,2024-01-11,2024-01-11,29650.02,KES,CR,M-PESA PAY 28398,BBR02,MPESA,189.73
BK-41d14fc07b,2024-03-24,2024-03-24,26760.74,KES,CR,CHQ DEP MBR 27765,BBR08,CHEQUE,42.76
BK-38a40fbeda,2024-01-14,2024-01-14,24487.95,KES,CR,CASH DEP 20691,BBR06,CASH,61.23
BK-4d14d59fe6,2024-01-12,2024-01-12,38505.29,KES,CR,CHQ DEP MBR 24620,BBR14,CHEQUE,254.72
BK-35f3af9147,2024-01-08,2024-01-08,49656.34,KES,CR,M-PESA PAY 23150,BBR15,MPESA,174.76
BK-74662a6a61,2024-03-08,2024-03-08,4449.95,KES,CR,CASH DEP 27889,BBR04,CASH,13.17
BK-2c7af589e0,2024-03-27,2024-03-27,22720.02,KES,CR,CASH DEP 21427,BBR12,CASH,125.16
BK-d07619fca9,2024-03-08,2024-03-08,33442.59,KES,CR,CASH DEP 23580,BBR02,CASH,173.3
BK-07e57452c0,2024-01-23,2024-01-23,17317.35,KES,CR,CHQ dep MBR 21715,BBR11,CHEQUE,102.16
BK-85d7f7c304,2024-01-19,2024-01-19,14710.87,KES,CR,M-PESA PAY 28334,BBR15,MPESA,36.61
BK-04f8b136b9,2024-02-02,2024-02-02,12048.69,KES,CR,Cash DEP acc 29937,BBR11,CASH,40.89
BK-def23c7bef,2024-03-02,2024-03-02,21082.29,KES,CR,Cash DEP acc 26342,BBR06,CASH,140.0
BK-2adfa6cf40,2024-03-13,2024-03-13,45952.39,KES,CR,CHQ dep MBR 23289,BBR01,CHEQUE,108.52
BK-0fa48d32a4,2024-02-03,2024-02-03,36638.66,KES,CR,CHQ DEP for MBR 22835,BBR10,CHEQUE,229.79
BK-905c67b4d2,2024-01-13,2024-01-13,9582.88,KES,CR,CHQ DEP for MBR 29089,BBR14,CHEQUE,62.64
BK-1aa78a2abf,2024-03-12,2024-03-12,18583.13,KES,CR,CASH DEP 21448,BBR09,CASH,98.08
BK-e2ab4787a4,2024-01-08,2024-01-08,42097.07,KES,CR,MPESA 25237,BBR05,MPESA,84.51
BK-03d3d6170c,2024-03-15,2024-03-15,43474.35,KES,CR,CHQ dep MBR 27717,BBR01,CHEQUE,131.86
BK-c0f8538c8f,2024-01-29,2024-01-29,7277.63,KES,CR,CHQ DEP MBR 21300,BBR05,CHEQUE,31.37
BK-7d881d4c97,2024-01-08,2024-01-08,32910.77,KES,CR,CHQ DEP for MBR 27660,BBR08,CHEQUE,124.42
BK-3f912addf2,2024-03-23,2024-03-23,45768.64,KES,CR,Cash DEP acc 25421,BBR10,CASH,86.36
BK-cddf1c7edb,2024-02-04,2024-02-04,34157.35,KES,CR,MPESA 21741,BBR12,MPESA,263.91
BK-8cbed42cdc,2024-01-20,2024-01-20,12274.04,KES,CR,MPESA 23648,BBR09,MPESA,65.22
BK-c652311195,2024-02-14,2024-02-14,9241.71,KES,CR,Cash DEP acc 25582,BBR10,CASH,42.55
BK-a67361c2a5,2024-02-07,2024-02-07,6738.1,KES,CR,CHQ DEP MBR 25957,BBR13,CHEQUE,43.93
BK-51ea552396,2024-03-23,2024-03-23,16814.75,KES,CR,M-PESA PAY 29662,BBR08,MPESA,40.03
BK-5c2b3112a1,2024-03-29,2024-03-29,45287.82,KES,CR,CHQ DEP for MBR 23903,BBR11,CHEQUE,143.95
BK-f5999fe67d,2024-03-29,2024-03-29,15415.05,KES,CR,CASH DEP 28661,BBR08,CASH,62.52
BK-dc4fc02691,2024-01-17,2024-01-17,21822.46,KES,CR,Cash DEP acc 20469,BBR12,CASH,41.25
BK-bf6f72f5f7,2024-01-18,2024-01-18,6735.78,KES,CR,CHQ dep MBR 23968,BBR07,CHEQUE,44.55
BK-d8e9d3fda4,2024-01-16,2024-01-16,37605.76,KES,CR,Mobile payment MBR 23296,BBR02,MPESA,302.48
BK-af773ef30a,2024-03-17,2024-03-17,48992.42,KES,CR,Cash DEP acc 26176,BBR12,CASH,278.28
BK-70f1c146cf,2024-03-16,2024-03-16,47651.28,KES,CR,MPESA 28449,BBR14,MPESA,111.56
BK-98a813dcd6,2024-03-16,2024-03-16,43145.39,KES,CR,Cash DEP acc 22824,BBR02,CASH,267.85
BK-247341ed89,2024-01-11,2024-01-11,23894.87,KES,CR,CASH DEP 29280,BBR11,CASH,130.91
BK-1cd55cb282,2024-02-27,2024-02-27,1568.48,KES,CR,CHQ DEP MBR 21587,BBR03,CHEQUE,7.45
BK-7e82b108a8,2024-02-13,2024-02-13,24786.32,KES,CR,Cash DEP acc 20085,BBR10,CASH,111.61
BK-9d755e49a3,2024-02-24,2024-02-24,35851.13,KES,CR,M-PESA PAY 26714,BBR06,MPESA,249.04
BK-c5e6327f10,2024-01-06,2024-01-06,12539.09,KES,CR,CHQ DEP for MBR 23189,BBR12,CHEQUE,16.49
BK-59ac0518d7,2024-03-29,2024-03-29,14866.28,KES,CR,CHQ dep MBR 29628,BBR03,CHEQUE,61.93
BK-5b75b2b9e7,2024-03-26,2024-03-26,18891.75,KES,CR,Mobile payment MBR 27685,BBR02,MPESA,87.23
BK-95c68356f6,2024-04-02,2024-04-02,45576.11,KES,CR,Cash DEP acc 21474,BBR05,CASH,258.46
BK-560247d3d9,2024-04-02,2024-04-02,31765.08,KES,CR,CHQ dep MBR 25234,BBR14,CHEQUE,226.17
BK-f47ddace94,2024-03-02,2024-03-02,45854.09,KES,CR,CASH DEP 21485,BBR14,CASH,310.5
BK-b59be7db94,2024-02-01,2024-02-01,20325.92,KES,CR,CHQ dep MBR 27374,BBR10,CHEQUE,93.8
BK-0a681e10ce,2024-02-17,2024-02-17,45986.36,KES,CR,CHQ DEP for MBR 20845,BBR04,CHEQUE,139.76
BK-cb03b7de8d,2024-03-31,2024-03-31,40059.84,KES,CR,CHQ DEP for MBR 25321,BBR13,CHEQUE,105.61
BK-0dacd7b40b,2024-03-04,2024-03-04,29761.5,KES,CR,CHQ DEP MBR 24618,BBR15,CHEQUE,69.29
BK-3dfc8c9859,2024-01-29,2024-01-29,15411.5,KES,CR,Mobile payment MBR 28141,BBR10,MPESA,59.59
BK-1cebc06312,2024-01-15,2024-01-15,11942.68,KES,CR,CHQ DEP for MBR 20526,BBR12,CHEQUE,89.68
BK-e398b1908e,2024-03-05,2024-03-05,21600.81,KES,CR,Cash DEP acc 27105,BBR14,CASH,154.97
BK-b9987888d2,2024-03-28,2024-03-28,45395.99,KES,CR,Cash DEP acc 28849,BBR01,CASH,186.89
BK-f9ea56bf8f,2024-03-19,2024-03-19,49607.88,KES,CR,CHQ dep MBR 27506,BBR08,CHEQUE,95.49
BK-2b8de02579,2024-01-23,2024-01-23,43841.01,KES,CR,Mobile payment MBR 23215,BBR14,MPESA,329.81
BK-a4f5b695f5,2024-01-18,2024-01-18,47722.71,KES,CR,CASH DEP 21519,BBR04,CASH,63.7
BK-1e84f966a0,2024-01-09,2024-01-09,7566.5,KES,CR,CASH DEP 28072,BBR04,CASH,42.11
BK-d2f61d816c,2024-03-13,2024-03-13,44414.01,KES,CR,MPESA 20032,BBR03,MPESA,70.51
BK-d2f658329f,2024-03-05,2024-03-05,29714.08,KES,CR,Cash DEP acc 28711,BBR08,CASH,219.46
BK-89df9e4092,2024-01-04,2024-01-04,33825.98,KES,CR,CHQ dep MBR 22205,BBR06,CHEQUE,232.89
BK-40f76f4e76,2024-01-09,2024-01-09,21331.67,KES,CR,CASH DEP 24979,BBR11,CASH,94.25
BK-c129b78223,2024-03-01,2024-03-01,42986.18,KES,CR,MPESA 28179,BBR07,MPESA,245.09
BK-466c69a26e,2024-02-08,2024-02-08,1193.38,KES,CR,Mobile payment MBR 22939,BBR11,MPESA,6.96
BK-b0d197e30f,2024-01-18,2024-01-18,37495.22,KES,CR,MPESA 24616,BBR03,MPESA,77.03
BK-2491a47a48,2024-01-10,2024-01-10,11793.15,KES,CR,CASH DEP 29468,BBR07,CASH,52.34
BK-17d39f9e91,2024-02-22,2024-02-22,39828.22,KES,CR,Cash DEP acc 21710,BBR09,CASH,165.67
BK-43828e4c82,2024-01-09,2024-01-09,32947.35,KES,CR,CASH DEP 26392,BBR01,CASH,53.48
BK-0f8ebefad4,2024-03-25,2024-03-25,2197.32,KES,CR,M-PESA PAY 27758,BBR02,MPESA,8.71
BK-a72be07684,2024-02-07,2024-02-07,16135.45,KES,CR,CHQ DEP for MBR 28519,BBR12,CHEQUE,88.11
BK-98d6d074bf,2024-02-29,2024-02-29,10862.59,KES,CR,MPESA 23857,BBR09,MPESA,51.54
BK-05f530f713,2024-03-03,2024-03-03,12142.25,KES,CR,Cash DEP acc 28861,BBR14,CASH,87.33
BK-9a3dbb141a,2024-01-18,2024-01-18,11222.15,KES,CR,CASH DEP 24047,BBR04,CASH,27.06
BK-e3601004b0,2024-02-06,2024-02-06,38844.16,KES,CR,Mobile payment MBR 22390,BBR13,MPESA,242.17
BK-ab81093d2f,2024-02-10,2024-02-10,42308.74,KES,CR,CASH DEP 29048,BBR06,CASH,291.56
BK-5c699f42f4,2024-01-13,2024-01-13,25007.63,KES,CR,CASH DEP 26453,BBR09,CASH,148.7
BK-bb5b36e373,2024-02-22,2024-02-22,31944.15,KES,CR,MPESA 28585,BBR11,MPESA,131.73
BK-0e629d9a09,2024-03-05,2024-03-05,32137.38,KES,CR,CHQ DEP for MBR 25341,BBR14,CHEQUE,90.54
BK-490da21430,2024-03-02,2024-03-02,5611.81,KES,CR,CHQ dep MBR 20960,BBR02,CHEQUE,21.99
BK-ea81a623ff,2024-01-31,2024-01-31,38908.32,KES,CR,Cash DEP acc 22669,BBR15,CASH,193.27
BK-e098a5fa97,2024-01-28,2024-01-28,32525.61,KES,CR,CASH DEP 29542,BBR02,CASH,223.99
BK-209e9352a4,2024-03-27,2024-03-27,5642.0,KES,CR,CHQ DEP MBR 21325,BBR13,CHEQUE,26.11
BK-e5435b3d1a,2024-02-21,2024-02-21,46030.0,KES,CR,CHQ DEP MBR 22189,BBR07,CHEQUE,282.41
BK-094f8513d8,2024-03-20,2024-03-20,5889.46,KES,CR,M-PESA PAY 29097,BBR05,MPESA,31.58
BK-9dd7856f0c,2024-03-15,2024-03-15,26057.2,KES,CR,Cash DEP acc 28092,BBR10,CASH,135.69
BK-239061cf2c,2024-03-02,2024-03-02,47068.27,KES,CR,CHQ dep MBR 20183,BBR02,CHEQUE,202.62
BK-6941c77d6d,2024-03-31,2024-03-31,49392.39,KES,CR,M-PESA PAY 23490,BBR12,MPESA,346.3
BK-404402d680,2024-01-24,2024-01-24,18967.21,KES,CR,CHQ dep MBR 28697,BBR03,CHEQUE,69.16
BK-d3dbf9d984,2024-03-26,2024-03-26,37730.66,KES,CR,CHQ DEP MBR 25456,BBR14,CHEQUE,76.91
BK-8c8b25fc48,2024-03-17,2024-03-17,8216.7,KES,CR,Cash DEP acc 20813,BBR09,CASH,45.73
BK-87fcf42d63,2024-02-15,2024-02-15,28083.95,KES,CR,M-PESA PAY 24390,BBR15,MPESA,204.99
BK-d276558705,2024-03-12,2024-03-12,11513.16,KES,CR,CHQ DEP for MBR 21659,BBR01,CHEQUE,64.85
BK-a17fc57297,2024-01-08,2024-01-08,7185.34,KES,CR,CHQ dep MBR 21779,BBR09,CHEQUE,49.5
BK-45f60ef64e,2024-03-28,2024-03-28,35567.23,KES,CR,Cash DEP acc 25126,BBR13,CASH,98.12
BK-a766847848,2024-03-23,2024-03-23,24443.42,KES,CR,CASH DEP 23664,BBR12,CASH,130.99
BK-2631d23e5f,2024-03-14,2024-03-14,21349.93,KES,CR,CHQ DEP MBR 27447,BBR08,CHEQUE,111.07
BK-4229a48faa,2024-03-01,2024-03-01,23762.23,KES,CR,CHQ DEP MBR 24521,BBR04,CHEQUE,38.16
BK-a951e2682d,2024-01-05,2024-01-05,46481.59,KES,CR,CHQ dep MBR 22782,BBR03,CHEQUE,263.79
BK-ebfbb530d2,2024-01-04,2024-01-04,26737.03,KES,CR,CHQ dep MBR 27614,BBR07,CHEQUE,215.06
BK-4f2028b35c,2024-01-16,2024-01-16,3508.7,KES,CR,CHQ DEP MBR 27547,BBR04,CHEQUE,18.03
BK-bec2824ed4,2024-02-29,2024-02-29,31138.42,KES,CR,Cash DEP acc 29141,BBR04,CASH,141.29
BK-5ce0652a62,2024-03-23,2024-03-23,5400.56,KES,CR,CHQ DEP MBR 22819,BBR10,CHEQUE,43.23
