payment_ref,payment_timestamp,value_date,amount,currency,payment_channel,customer_id,narration,payment_status,entered_by,branch_code,expected_fee
PS-a4b892f99c,2024-01-28,2024-03-15,37563.03,KES,MPESA,24307,Mobile payment member 24307,SUCCESS,BATCH,BR07,99.65
PS-9502cd401b,2024-03-17,2024-01-12,19022.13,KES,CHEQUE,29879,Cheque deposit for member 29879,FAILED,SYSTEM,BR08,150.5
PS-9371af42b1,2024-01-31,2024-02-09,35348.0,KES,CASH,27284,Cash deposit acc 27284,SUCCESS,TELLER,BR05,348.7
PS-d084bf4219,2024-03-28,2024-02-19,17735.76,KES,CHEQUE,24928,Cheque deposit for member 24928,SUCCESS,TELLER,BR02,165.58
PS-985f5fbd9b,2024-01-09,2024-03-11,42057.78,KES,MPESA,22583,MPESA 22583,SUCCESS,SYSTEM,BR14,364.7
PS-97d807da8f,2024-02-24,2024-03-22,21043.57,KES,CASH,28847,CASH DEP 28847,SUCCESS,BATCH,BR06,136.87
PS-6e7d627a70,2024-01-22,2024-03-16,36331.98,KES,CHEQUE,26832,CHQ DEP MBR 26832,SUCCESS,SYSTEM,BR18,255.31
PS-6e83f60f4e,2024-01-09,2024-01-07,34581.31,KES,CHEQUE,20951,Cheque dep member 20951,SUCCESS,TELLER,BR17,270.42
PS-edde9abd64,2024-01-28,2024-01-07,46083.55,KES,MPESA,22458,MPESA 22458,SUCCESS,SYSTEM,BR04,134.86
PS-a2ce61460e,2024-01-16,2024-02-10,8472.2,KES,CASH,26775,Cash deposit acc 26775,SUCCESS,BATCH,BR17,18.72
PS-d66b4ffd76,2024-01-04,2024-02-16,30639.78,KES,MPESA,20689,MPESA 20689,SUCCESS,SYSTEM,BR19,67.18
PS-f5ef8e5764,2024-02-12,2024-03-25,15378.18,KES,CASH,20705,Cash deposit acc 20705,SUCCESS,SYSTEM,BR01,143.25
PS-b959db44ad,2024-01-03,2024-03-08,38105.08,KES,CHEQUE,22060,CHQ DEP MBR 22060,SUCCESS,BATCH,BR18,326.76
PS-67745755d8,2024-03-07,2024-02-02,19633.59,KES,CHEQUE,25430,CHQ DEP MBR 25430,SUCCESS,TELLER,BR08,75.51
PS-b0e9777a83,2024-01-23,2024-03-28,27824.09,KES,MPESA,23146,Mobile payment member 23146,SUCCESS,TELLER,BR07,162.56
PS-2a1afcea45,2024-01-28,2024-02-10,1890.75,KES,CHEQUE,27808,Cheque dep member 27808,SUCCESS,TELLER,BR07,8.78
PS-57d6f212a9,2024-01-11,2024-02-17,9109.25,KES,MPESA,20384,MPESA 20384,SUCCESS,TELLER,BR17,86.63
PS-48e9a8810c,2024-01-05,2024-02-03,8783.91,KES,CHEQUE,28696,Cheque deposit for member 28696,FAILED,SYSTEM,BR04,39.46
PS-78848bf245,2024-03-15,2024-01-15,11381.88,KES,MPESA,25598,M-PESA PAY 25598,SUCCESS,BATCH,BR17,74.88
PS-5e6888000e,2024-02-06,2024-03-24,33383.81,KES,MPESA,25036,MPESA 25036,SUCCESS,BATCH,BR10,259.97
PS-708621cd09,2024-01-28,2024-01-06,3294.51,KES,CHEQUE,23208,Cheque dep member 23208,SUCCESS,BATCH,BR11,21.02
PS-02248ffe36,2024-02-14,2024-01-31,6355.48,KES,CASH,21332,CASH DEP 21332,SUCCESS,TELLER,BR14,19.09
PS-dd83e56601,2024-01-05,2024-03-17,47576.15,KES,MPESA,22490,M-PESA PAY 22490,SUCCESS,SYSTEM,BR20,119.13
PS-fd7b2e19ea,2024-01-31,2024-02-26,42698.73,KES,CASH,29329,Cash deposit acc 29329,SUCCESS,TELLER,BR07,108.36
PS-6a4445de60,2024-02-15,2024-02-13,26752.88,KES,CASH,23353,CASH DEP 23353,SUCCESS,BATCH,BR11,239.19
PS-9d790b0a16,2024-03-09,2024-01-03,44626.22,KES,CHEQUE,20971,CHQ DEP MBR 20971,SUCCESS,TELLER,BR18,341.55
PS-c3467fe83b,2024-01-20,2024-02-27,33927.5,KES,CASH,28125,CASH DEP 28125,SUCCESS,TELLER,BR07,300.85
PS-e68933284b,2024-03-28,2024-02-17,16602.03,KES,MPESA,24587,M-PESA PAY 24587,SUCCESS,TELLER,BR09,90.95
PS-7a2efd83f2,2024-02-28,2024-03-16,6159.74,KES,CHEQUE,22740,Cheque dep member 22740,SUCCESS,TELLER,BR09,13.22
PS-771fb6e52e,2024-03-24,2024-02-23,39516.59,KES,MPESA,27368,M-PESA PAY 27368,SUCCESS,TELLER,BR04,311.7
PS-fc72c45307,2024-01-15,2024-02-26,40318.86,KES,CASH,29201,Cash deposit acc 29201,SUCCESS,SYSTEM,BR20,314.88
PS-955a0b76cc,2024-01-29,2024-03-24,9167.54,KES,CHEQUE,27051,Cheque deposit for member 27051,SUCCESS,BATCH,BR15,81.68
PS-728bc78976,2024-01-17,2024-03-10,5535.68,KES,CHEQUE,25250,CHQ DEP MBR 25250,FAILED,TELLER,BR06,52.49
PS-7e33fba72b,2024-03-23,2024-03-26,49958.96,KES,MPESA,22597,Mobile payment member 22597,SUCCESS,TELLER,BR05,224.93
PS-c94442d3f2,2024-03-10,2024-01-11,42038.33,KES,MPESA,23232,M-PESA PAY 23232,SUCCESS,TELLER,BR11,96.96
PS-ba4a4cd68b,2024-02-04,2024-01-02,7696.37,KES,CHEQUE,20739,Cheque dep member 20739,SUCCESS,BATCH,BR19,45.63
PS-59f451e07b,2024-01-18,2024-01-30,26081.67,KES,CASH,27999,CASH DEP 27999,SUCCESS,TELLER,BR18,247.7
PS-e4cfbfca4f,2024-02-09,2024-01-24,41784.13,KES,CASH,20623,Cash deposit acc 20623,SUCCESS,BATCH,BR10,279.26
PS-587aee62bb,2024-01-30,2024-03-31,25771.29,KES,CASH,28724,CASH DEP 28724,SUCCESS,SYSTEM,BR16,148.1
PS-39dcbbfe6c,2024-03-19,2024-01-26,24503.49,KES,CHEQUE,29690,Cheque dep member 29690,SUCCESS,BATCH,BR05,50.13
PS-a99f727592,2024-03-24,2024-02-29,41871.19,KES,CHEQUE,26040,Cheque deposit for member 26040,SUCCESS,SYSTEM,BR12,374.32
PS-835971b5e8,2024-01-29,2024-02-02,37117.62,KES,CASH,23092,CASH DEP 23092,SUCCESS,BATCH,BR04,181.63
PS-35317e6a3d,2024-03-29,2024-02-19,45930.67,KES,CASH,29291,CASH DEP 29291,SUCCESS,SYSTEM,BR10,172.88
PS-962450dbc9,2024-01-02,2024-01-19,6013.99,KES,CHEQUE,28068,Cheque dep member 28068,SUCCESS,TELLER,BR08,59.19
PS-be1ea2fc09,2024-01-01,2024-01-29,5760.35,KES,CASH,20829,Cash deposit acc 20829,SUCCESS,TELLER,BR04,41.15
PS-9ac181a650,2024-02-29,2024-03-09,17544.57,KES,MPESA,20204,MPESA 20204,FAILED,TELLER,BR03,154.66
PS-dbce69a1f5,2024-02-06,2024-01-30,25544.72,KES,MPESA,23521,Mobile payment member 23521,SUCCESS,SYSTEM,BR07,112.63
PS-a767cfed0e,2024-02-15,2024-01-03,45214.95,KES,CASH,24272,Cash deposit acc 24272,FAILED,TELLER,BR18,143.06
PS-0a30aa12d7,2024-01-30,2024-02-28,5324.82,KES,CASH,28737,Cash deposit acc 28737,SUCCESS,BATCH,BR11,39.79
PS-481c63180e,2024-01-19,2024-03-03,24783.83,KES,CHEQUE,28771,Cheque deposit for member 28771,SUCCESS,SYSTEM,BR13,93.83
PS-a90b6b15d0,2024-03-07,2024-02-23,7553.64,KES,MPESA,25623,Mobile payment member 25623,SUCCESS,BATCH,BR18,41.93
PS-d2d247c671,2024-03-08,2024-01-29,47886.72,KES,CHEQUE,20861,Cheque deposit for member 20861,SUCCESS,TELLER,BR16,118.97
PS-c7c36abbb1,2024-03-02,2024-03-29,12333.76,KES,MPESA,29987,MPESA 29987,SUCCESS,TELLER,BR06,62.14
PS-d65d2fd900,2024-02-16,2024-03-12,16524.32,KES,CASH,25617,Cash deposit acc 25617,SUCCESS,TELLER,BR08,128.38
PS-839040a0ac,2024-02-15,2024-03-23,1941.97,KES,CHEQUE,24060,CHQ DEP MBR 24060,SUCCESS,BATCH,BR18,15.22
PS-124f2f66ff,2024-01-31,2024-03-25,34244.23,KES,CASH,25337,Cash deposit acc 25337,SUCCESS,SYSTEM,BR08,202.2
PS-d2c58964bf,2024-03-25,2024-02-05,2783.59,KES,CASH,24367,CASH DEP 24367,SUCCESS,TELLER,BR18,24.88
PS-e0b3bcf114,2024-02-07,2024-01-05,10492.9,KES,CASH,21081,CASH DEP 21081,SUCCESS,TELLER,BR03,81.62
PS-7b60f2e9d6,2024-02-26,2024-01-25,12001.93,KES,CHEQUE,26702,Cheque dep member 26702,SUCCESS,TELLER,BR16,29.65
PS-f704f23adc,2024-03-29,2024-02-20,17682.55,KES,MPESA,25269,Mobile payment member 25269,SUCCESS,SYSTEM,BR18,52.29
PS-6c418aa5dc,2024-02-29,2024-02-28,42809.59,KES,CHEQUE,24344,Cheque dep member 24344,SUCCESS,TELLER,BR18,104.98
PS-159603ee5e,2024-03-25,2024-03-23,28445.49,KES,MPESA,27374,Mobile payment member 27374,SUCCESS,BATCH,BR14,151.12
PS-2c8ab6ab21,2024-03-22,2024-02-03,31894.8,KES,CASH,22238,Cash deposit acc 22238,SUCCESS,BATCH,BR01,194.56
PS-22d083f12d,2024-02-05,2024-02-17,14266.15,KES,MPESA,22957,MPESA 22957,SUCCESS,SYSTEM,BR19,102.77
PS-9071cdf63e,2024-02-24,2024-01-25,49789.64,KES,CHEQUE,29897,Cheque deposit for member 29897,SUCCESS,SYSTEM,BR08,265.07
PS-c17a73c2f6,2024-01-15,2024-01-24,37908.24,KES,MPESA,23296,Mobile payment member 23296,SUCCESS,SYSTEM,BR13,149.8
PS-63f070f218,2024-02-12,2024-03-08,32618.71,KES,CHEQUE,28176,Cheque deposit for member 28176,SUCCESS,TELLER,BR09,110.05
PS-15e69792d1,2024-01-07,2024-01-23,11239.26,KES,MPESA,28835,MPESA 28835,SUCCESS,SYSTEM,BR11,107.23
PS-ff93441a77,2024-03-18,2024-01-26,24114.51,KES,MPESA,28145,MPESA 28145,SUCCESS,SYSTEM,BR16,92.18
PS-34f077fd0c,2024-02-08,2024-01-06,20302.41,KES,CHEQUE,22354,Cheque deposit for member 22354,SUCCESS,BATCH,BR19,114.68
PS-c8b1638327,2024-03-28,2024-03-15,31074.62,KES,CHEQUE,24576,Cheque deposit for member 24576,SUCCESS,SYSTEM,BR20,233.96
PS-da4b168890,2024-01-26,2024-02-16,24034.9,KES,MPESA,26408,Mobile payment member 26408,SUCCESS,BATCH,BR11,214.94
PS-b36c03dadb,2024-03-31,2024-02-23,37222.46,KES,CHEQUE,22684,Cheque deposit for member 22684,SUCCESS,SYSTEM,BR15,326.14
PS-ed3a22a130,2024-01-21,2024-02-22,30355.33,KES,CASH,28611,CASH DEP 28611,SUCCESS,TELLER,BR03,111.35
PS-809549cd08,2024-01-29,2024-01-24,5066.47,KES,CASH,21070,Cash deposit acc 21070,SUCCESS,TELLER,BR15,36.45
PS-0a71181eb8,2024-02-08,2024-02-03,29690.7,KES,MPESA,27337,MPESA 27337,SUCCESS,SYSTEM,BR06,65.11
PS-4e95297dd9,2024-02-26,2024-02-19,11665.96,KES,MPESA,24588,M-PESA PAY 24588,SUCCESS,SYSTEM,BR20,32.78
PS-6f5955c434,2024-02-04,2024-02-01,23279.54,KES,CHEQUE,27130,Cheque dep member 27130,SUCCESS,SYSTEM,BR02,186.85
PS-39d9321850,2024-03-08,2024-01-23,2411.41,KES,CHEQUE,23617,Cheque deposit for member 23617,SUCCESS,BATCH,BR07,17.16
PS-f8eda96376,2024-03-03,2024-01-27,43829.2,KES,CASH,29102,CASH DEP 29102,SUCCESS,SYSTEM,BR08,305.79
PS-8686ea437b,2024-01-14,2024-02-19,25428.78,KES,CHEQUE,21216,Cheque deposit for member 21216,SUCCESS,SYSTEM,BR19,157.85
PS-c4e819441e,2024-01-07,2024-02-15,16753.74,KES,CHEQUE,27172,Cheque dep member 27172,SUCCESS,BATCH,BR20,95.46
PS-1d64e68a8a,2024-02-13,2024-01-01,39148.1,KES,MPESA,24896,Mobile payment member 24896,SUCCESS,BATCH,BR10,218.71
PS-5835f463d2,2024-03-16,2024-01-21,38002.29,KES,MPESA,24276,M-PESA PAY 24276,SUCCESS,TELLER,BR13,311.82
PS-ed9dc7da2c,2024-03-30,2024-03-19,42826.24,KES,MPESA,21624,Mobile payment member 21624,SUCCESS,BATCH,BR15,282.12
PS-aadd381fb7,2024-02-19,2024-01-30,19987.3,KES,CASH,22174,CASH DEP 22174,FAILED,BATCH,BR16,112.4
PS-0f235dcaa1,2024-02-17,2024-01-17,31363.68,KES,CHEQUE,27007,CHQ DEP MBR 27007,SUCCESS,TELLER,BR13,65.61
PS-333fef1c24,2024-03-24,2024-03-12,18705.39,KES,MPESA,27419,MPESA 27419,SUCCESS,TELLER,BR07,180.09
PS-ecb4f2b0c3,2024-02-28,2024-02-10,28898.55,KES,CASH,23791,Cash deposit acc 23791,SUCCESS,BATCH,BR05,58.83
PS-59fef715e1,2024-03-23,2024-03-15,1095.06,KES,CASH,27686,CASH DEP 27686,SUCCESS,TELLER,BR17,3.72
PS-ee435255ff,2024-01-06,2024-01-22,3896.86,KES,CASH,26787,Cash deposit acc 26787,SUCCESS,TELLER,BR18,8.61
PS-38bfc7b1e2,2024-02-19,2024-02-25,34131.84,KES,CHEQUE,22799,Cheque deposit for member 22799,SUCCESS,BATCH,BR14,157.21
PS-bd9d9266b9,2024-02-20,2024-02-22,41465.64,KES,CASH,27749,Cash deposit acc 27749,SUCCESS,SYSTEM,BR12,405.87
PS-567c849245,2024-03-08,2024-01-26,45393.04,KES,MPESA,20859,Mobile payment member 20859,SUCCESS,BATCH,BR06,162.59
PS-ff7a462635,2024-01-16,2024-01-24,1752.0,KES,MPESA,28553,MPESA 28553,SUCCESS,BATCH,BR03,9.88
PS-59afd19219,2024-02-07,2024-01-22,28111.85,KES,CASH,24175,CASH DEP 24175,SUCCESS,TELLER,BR11,183.94
PS-9446f87e9b,2024-02-28,2024-01-04,34114.83,KES,CHEQUE,24290,Cheque dep member 24290,SUCCESS,SYSTEM,BR10,196.08
PS-80a7d11f78,2024-02-19,2024-03-29,7103.83,KES,CASH,20787,CASH DEP 20787,SUCCESS,TELLER,BR19,68.22
PS-f5b5b5f946,2024-03-01,2024-01-15,29906.8,KES,CASH,27525,Cash deposit acc 27525,SUCCESS,BATCH,BR14,157.86
PS-87fb940558,2024-01-06,2024-01-04,11999.0,KES,MPESA,20713,Mobile payment member 20713,SUCCESS,SYSTEM,BR19,69.21
PS-025a74c364,2024-01-23,2024-01-21,47101.38,KES,MPESA,26581,Mobile payment member 26581,SUCCESS,TELLER,BR08,353.8
PS-4a0147610c,2024-01-22,2024-01-18,38762.13,KES,MPESA,27046,Mobile payment member 27046,SUCCESS,SYSTEM,BR11,133.55
PS-a263d6cf29,2024-02-03,2024-02-13,15884.39,KES,CASH,20485,CASH DEP 20485,SUCCESS,TELLER,BR04,50.56
PS-45c1df1fc2,2024-03-23,2024-01-04,18371.76,KES,CHEQUE,20379,Cheque dep member 20379,FAILED,SYSTEM,BR04,48.46
PS-0241c46600,2024-02-14,2024-01-21,39458.84,KES,CASH,23099,CASH DEP 23099,SUCCESS,BATCH,BR11,109.71
PS-d6efccd12b,2024-01-29,2024-02-23,21078.13,KES,MPESA,26381,MPESA 26381,SUCCESS,BATCH,BR11,46.56
PS-6d7b8f57d2,2024-03-06,2024-03-19,43814.42,KES,CASH,29821,CASH DEP 29821,SUCCESS,SYSTEM,BR16,141.12
PS-41c1fdf964,2024-01-26,2024-01-02,45016.17,KES,CASH,23139,CASH DEP 23139,SUCCESS,TELLER,BR10,175.14
PS-c68975687c,2024-03-08,2024-03-14,25269.93,KES,CASH,22905,CASH DEP 22905,SUCCESS,SYSTEM,BR02,171.78
PS-3357088e20,2024-03-11,2024-01-15,21019.83,KES,CHEQUE,29551,Cheque dep member 29551,SUCCESS,BATCH,BR05,79.54
PS-28ad579e51,2024-01-08,2024-03-04,3463.74,KES,CHEQUE,27739,Cheque deposit for member 27739,SUCCESS,BATCH,BR04,13.12
PS-a9f157fe39,2024-01-07,2024-02-19,21483.15,KES,MPESA,26917,M-PESA PAY 26917,FAILED,BATCH,BR17,123.23
PS-cd4565e8c2,2024-01-13,2024-01-19,46436.05,KES,CASH,25146,CASH DEP 25146,SUCCESS,SYSTEM,BR20,385.51
PS-fce2a40a0b,2024-03-04,2024-02-12,48100.93,KES,CHEQUE,25510,Cheque deposit for member 25510,SUCCESS,BATCH,BR17,363.42
PS-7ac5cae0ae,2024-01-24,2024-03-14,36644.28,KES,CHEQUE,25584,CHQ DEP MBR 25584,SUCCESS,BATCH,BR02,140.68
PS-361fa1f968,2024-01-30,2024-03-06,38200.61,KES,CASH,27578,Cash deposit acc 27578,SUCCESS,TELLER,BR09,352.9
PS-d7b819b538,2024-03-24,2024-03-29,47724.46,KES,CASH,24197,CASH DEP 24197,SUCCESS,BATCH,BR20,434.03
PS-5380ae2a46,2024-01-18,2024-01-27,39364.51,KES,CHEQUE,24928,Cheque deposit for member 24928,SUCCESS,TELLER,BR02,360.16
PS-83ffc3297d,2024-03-30,2024-03-29,18531.41,KES,MPESA,29037,Mobile payment member 29037,SUCCESS,TELLER,BR09,120.35
PS-4203a2d439,2024-01-22,2024-01-12,30966.88,KES,CHEQUE,28583,Cheque deposit for member 28583,SUCCESS,SYSTEM,BR15,221.66
PS-0209b4dc7f,2024-01-29,2024-01-22,16084.84,KES,MPESA,26500,M-PESA PAY 26500,SUCCESS,SYSTEM,BR03,123.31
PS-4160aac843,2024-02-28,2024-01-25,17001.82,KES,CHEQUE,24101,Cheque deposit for member 24101,SUCCESS,TELLER,BR09,64.76
PS-99f79d3f12,2024-01-20,2024-02-02,29269.22,KES,CASH,21897,CASH DEP 21897,SUCCESS,BATCH,BR13,290.51
PS-328a1498c9,2024-01-27,2024-03-31,2901.24,KES,MPESA,27576,Mobile payment member 27576,SUCCESS,TELLER,BR11,26.92
PS-507abb6ac7,2024-03-03,2024-01-27,6627.33,KES,MPESA,28531,MPESA 28531,SUCCESS,TELLER,BR13,43.21
PS-d8b7c256de,2024-01-24,2024-02-19,13504.18,KES,MPESA,28034,Mobile payment member 28034,SUCCESS,BATCH,BR01,125.61
PS-da024d71ea,2024-03-11,2024-03-23,46451.08,KES,MPESA,21684,M-PESA PAY 21684,FAILED,TELLER,BR05,320.82
PS-d73fb8f83d,2024-01-29,2024-01-27,29727.93,KES,CHEQUE,23311,CHQ DEP MBR 23311,SUCCESS,TELLER,BR09,218.23
PS-f32de1c0e3,2024-01-03,2024-03-04,32591.0,KES,CHEQUE,20680,Cheque deposit for member 20680,SUCCESS,BATCH,BR10,115.73
PS-d6db270549,2024-02-05,2024-02-12,25440.43,KES,CHEQUE,26720,Cheque deposit for member 26720,SUCCESS,TELLER,BR19,126.01
PS-990cbd0b01,2024-01-19,2024-03-09,22360.33,KES,CASH,21914,CASH DEP 21914,SUCCESS,SYSTEM,BR18,113.35
PS-a04bfacf72,2024-03-23,2024-01-20,19281.12,KES,CHEQUE,23965,CHQ DEP MBR 23965,SUCCESS,BATCH,BR14,68.83
PS-261728e019,2024-02-16,2024-02-20,46353.72,KES,CASH,24848,Cash deposit acc 24848,SUCCESS,TELLER,BR17,404.31
PS-ed5523fe70,2024-02-10,2024-01-21,42055.5,KES,CASH,26688,Cash deposit acc 26688,SUCCESS,TELLER,BR02,318.48
PS-e8b627b9ee,2024-01-15,2024-02-12,10996.35,KES,MPESA,29776,MPESA 29776,SUCCESS,SYSTEM,BR16,85.08
PS-67e2a2e050,2024-02-04,2024-01-10,22459.86,KES,CASH,25528,Cash deposit acc 25528,SUCCESS,TELLER,BR20,71.41
PS-4454af9e95,2024-02-04,2024-01-22,42176.5,KES,CASH,28788,Cash deposit acc 28788,SUCCESS,BATCH,BR11,295.79
PS-7800b2d8a7,2024-02-15,2024-02-07,31190.1,KES,MPESA,24153,MPESA 24153,SUCCESS,TELLER,BR17,143.11
PS-9f6a386535,2024-03-06,2024-03-21,26124.26,KES,CASH,24279,Cash deposit acc 24279,SUCCESS,SYSTEM,BR19,62.76
PS-9e4a2c32c4,2024-03-08,2024-03-10,39320.21,KES,CASH,23937,CASH DEP 23937,SUCCESS,BATCH,BR18,351.15
PS-b170284630,2024-01-19,2024-02-19,42320.6,KES,MPESA,24989,M-PESA PAY 24989,SUCCESS,TELLER,BR19,299.88
PS-ad2a58277f,2024-01-17,2024-01-14,2899.27,KES,MPESA,29766,M-PESA PAY 29766,SUCCESS,BATCH,BR19,20.12
PS-04024316e5,2024-03-04,2024-01-25,39860.67,KES,CHEQUE,23069,Cheque deposit for member 23069,SUCCESS,BATCH,BR17,360.01
PS-032099eb23,2024-01-29,2024-01-27,1489.47,KES,CHEQUE,25402,Cheque deposit for member 25402,FAILED,SYSTEM,BR15,8.33
PS-d4f920dc65,2024-02-15,2024-01-30,28435.86,KES,CHEQUE,25663,Cheque dep member 25663,SUCCESS,SYSTEM,BR04,217.31
PS-d0e800f628,2024-01-29,2024-01-19,22719.32,KES,CASH,22362,CASH DEP 22362,SUCCESS,TELLER,BR08,70.87
PS-bd4dd0eb97,2024-02-03,2024-03-23,37978.17,KES,CASH,25857,Cash deposit acc 25857,SUCCESS,SYSTEM,BR03,204.3
PS-3722f96ebc,2024-03-26,2024-01-15,9277.85,KES,MPESA,27966,Mobile payment member 27966,SUCCESS,BATCH,BR11,40.9
PS-8346b7183b,2024-02-14,2024-01-02,32526.64,KES,MPESA,24449,Mobile payment member 24449,SUCCESS,BATCH,BR10,261.9
PS-4d7281e286,2024-03-09,2024-01-12,34095.39,KES,CHEQUE,21199,Cheque deposit for member 21199,SUCCESS,SYSTEM,BR04,135.51
PS-45ed5ed6d9,2024-03-03,2024-01-30,34078.01,KES,MPESA,27897,Mobile payment member 27897,SUCCESS,BATCH,BR11,324.45
PS-36a9e1ca73,2024-02-27,2024-01-25,47519.12,KES,CASH,24973,CASH DEP 24973,SUCCESS,TELLER,BR02,211.99
PS-379b07fb47,2024-02-08,2024-01-02,9312.0,KES,CASH,23986,CASH DEP 23986,SUCCESS,SYSTEM,BR01,26.27
PS-587bdd6ab9,2024-03-31,2024-03-22,28009.99,KES,MPESA,21234,Mobile payment member 21234,FAILED,BATCH,BR10,100.83
PS-5d2acddb21,2024-01-11,2024-01-21,17187.25,KES,MPESA,21136,M-PESA PAY 21136,SUCCESS,TELLER,BR09,67.21
PS-3f074b8daf,2024-02-24,2024-02-24,48848.29,KES,CASH,22612,CASH DEP 22612,SUCCESS,SYSTEM,BR12,247.53
PS-f4d19e6aa4,2024-03-26,2024-01-26,48368.55,KES,CASH,26543,CASH DEP 26543,SUCCESS,TELLER,BR07,392.22
PS-347220774f,2024-01-13,2024-02-22,28646.11,KES,CHEQUE,22469,Cheque dep member 22469,SUCCESS,SYSTEM,BR07,76.86
PS-e456c1f355,2024-03-08,2024-03-01,33158.12,KES,CASH,29540,Cash deposit acc 29540,SUCCESS,TELLER,BR10,167.22
PS-1e9921a2d9,2024-03-21,2024-03-31,44196.88,KES,MPESA,28440,Mobile payment member 28440,SUCCESS,SYSTEM,BR08,403.08
PS-b06d135d63,2024-01-30,2024-01-12,40060.41,KES,MPESA,22120,MPESA 22120,SUCCESS,BATCH,BR13,169.92
PS-74cbb72822,2024-01-23,2024-01-31,25654.33,KES,CHEQUE,25469,Cheque deposit for member 25469,SUCCESS,SYSTEM,BR07,179.42
PS-b9ebead550,2024-03-26,2024-02-27,42653.97,KES,MPESA,29359,M-PESA PAY 29359,SUCCESS,SYSTEM,BR07,409.19
PS-e5d9b2ac8e,2024-03-16,2024-01-22,8270.6,KES,MPESA,24081,M-PESA PAY 24081,SUCCESS,TELLER,BR03,32.88
PS-5355214caa,2024-01-10,2024-03-07,47434.87,KES,MPESA,22264,MPESA 22264,FAILED,BATCH,BR20,339.89
PS-3ae1022f0c,2024-01-20,2024-02-27,18200.13,KES,CHEQUE,26622,CHQ DEP MBR 26622,SUCCESS,SYSTEM,BR01,170.93
PS-8e60e21388,2024-02-18,2024-01-11,18246.86,KES,CASH,26662,CASH DEP 26662,SUCCESS,BATCH,BR19,50.33
PS-29d23b9943,2024-01-10,2024-01-20,31617.3,KES,CHEQUE,24530,CHQ DEP MBR 24530,SUCCESS,BATCH,BR02,110.13
PS-9984df4862,2024-03-01,2024-02-25,4626.82,KES,CHEQUE,26421,Cheque deposit for member 26421,SUCCESS,SYSTEM,BR10,11.41
PS-5cf19558db,2024-03-27,2024-02-23,5873.51,KES,MPESA,22410,MPESA 22410,SUCCESS,SYSTEM,BR05,31.59
PS-95637538a4,2024-01-04,2024-01-04,13190.95,KES,CHEQUE,26473,CHQ DEP MBR 26473,SUCCESS,TELLER,BR10,75.24
PS-0f96b8f276,2024-02-15,2024-01-28,48604.03,KES,MPESA,26445,Mobile payment member 26445,SUCCESS,TELLER,BR20,370.61
PS-3cabc5a1c5,2024-02-18,2024-03-18,23379.18,KES,CHEQUE,28665,Cheque deposit for member 28665,SUCCESS,SYSTEM,BR16,182.89
PS-72cd359faa,2024-02-02,2024-01-22,38706.61,KES,MPESA,23038,MPESA 23038,SUCCESS,BATCH,BR10,319.75
PS-759b91f24f,2024-03-22,2024-02-22,42404.58,KES,CHEQUE,21181,Cheque deposit for member 21181,SUCCESS,TELLER,BR17,133.87
PS-8589977fe8,2024-03-19,2024-03-11,14339.56,KES,CHEQUE,21730,CHQ DEP MBR 21730,SUCCESS,SYSTEM,BR20,93.75
PS-26076495b2,2024-01-10,2024-03-15,49536.14,KES,CASH,24695,CASH DEP 24695,SUCCESS,BATCH,BR02,260.38
PS-def35182e3,2024-02-21,2024-01-12,9286.65,KES,CHEQUE,29034,Cheque dep member 29034,SUCCESS,TELLER,BR10,86.4
PS-f701fcc904,2024-01-19,2024-02-11,23873.98,KES,MPESA,29159,M-PESA PAY 29159,FAILED,SYSTEM,BR17,231.37
PS-a2d0ab9064,2024-02-05,2024-02-28,1994.9,KES,CHEQUE,28530,Cheque deposit for member 28530,SUCCESS,SYSTEM,BR12,18.61
PS-8f98b9b3da,2024-03-09,2024-02-23,42840.4,KES,CASH,23182,CASH DEP 23182,SUCCESS,TELLER,BR06,94.46
PS-eb88b2b914,2024-01-04,2024-03-02,18064.13,KES,CHEQUE,24306,Cheque dep member 24306,SUCCESS,SYSTEM,BR10,103.26
PS-bb71d24157,2024-02-18,2024-01-18,6122.51,KES,CHEQUE,27921,Cheque deposit for member 27921,FAILED,BATCH,BR05,44.74
PS-2976d1497a,2024-02-21,2024-02-17,6712.48,KES,MPESA,23163,Mobile payment member 23163,FAILED,BATCH,BR18,17.3
PS-b38a9084aa,2024-03-29,2024-01-18,29848.51,KES,CASH,27736,Cash deposit acc 27736,FAILED,SYSTEM,BR10,265.69
PS-27153f9e68,2024-01-03,2024-02-09,46590.55,KES,CASH,25987,CASH DEP 25987,SUCCESS,BATCH,BR19,395.96
PS-eb2f489767,2024-02-16,2024-01-18,27790.28,KES,CASH,23589,CASH DEP 23589,SUCCESS,TELLER,BR11,244.5
PS-435b2a2634,2024-01-03,2024-02-21,41468.96,KES,MPESA,20936,M-PESA PAY 20936,SUCCESS,SYSTEM,BR14,87.15
PS-e11e89ef48,2024-01-21,2024-03-23,2691.46,KES,CASH,29112,CASH DEP 29112,SUCCESS,TELLER,BR19,19.16
PS-c316c7b9f4,2024-03-06,2024-02-01,17175.71,KES,CHEQUE,28255,Cheque deposit for member 28255,SUCCESS,TELLER,BR12,147.92
PS-cc8f796aa9,2024-02-19,2024-02-21,5981.31,KES,CHEQUE,20918,Cheque dep member 20918,SUCCESS,TELLER,BR06,51.11
